"locale","status","label_key","json_file"
"id","missing","connect_wallet","main.json"
"id","missing","unknown_transaction_status","main.json"
"id","missing","switch_network","main.json"
"id","missing","pending_subtext","main.json"
"id","missing","view_faqs","main.json"
"id","missing","conversion_complete","main.json"
"id","missing","something_went_wrong","main.json"
"id","missing","amount_to_receive","main.json"
"id","missing","success_unwrapped","main.json"
"id","missing","clock_icon_alt","main.json"
"id","missing","transaction_details","main.json"
"id","missing","wrapping","main.json"
"id","missing","view_smart_contract_audit","main.json"
"id","missing","done","main.json"
"id","missing","timeout_title","main.json"
"id","missing","start_bridging","main.json"
"id","missing","unwrapped","main.json"
"id","missing","bridge_one_way_notice","main.json"
"id","missing","bridge_title_suffix_inline","main.json"
"id","missing","xtm_token","main.json"
"id","missing","click_to_switch","main.json"
"id","missing","tick_icon_alt","main.json"
"id","missing","see_faq","main.json"
"id","missing","timeout_subtext","main.json"
"id","missing","network_icon_alt","main.json"
"fr","missing","success_title","main.json"
"fr","missing","amount_to_bridge","main.json"
"fr","missing","bridge_description_prefix","main.json"
"fr","missing","transaction_id","main.json"
"fr","missing","wrap_failed_message","main.json"
"fr","missing","having_trouble","main.json"
"fr","missing","max","main.json"
"fr","missing","processing_title","main.json"
"fr","missing","continue","main.json"
"fr","missing","bridge_description_suffix","main.json"
"fr","missing","wrapped","main.json"
"fr","missing","connect_wallet_title","main.json"
"fr","missing","eth_mainnet","main.json"
"fr","missing","tokens_received_title","main.json"
"fr","missing","retry","main.json"
"fr","missing","processing_subtext","main.json"
"fr","missing","please_connect_supported_network","main.json"
"fr","missing","unwrapping","main.json"
"fr","missing","layerzero_oft","main.json"
"fr","missing","connect_wallet_subtitle","main.json"
"fr","missing","bridge_title_prefix","main.json"
"fr","missing","close","main.json"
"fr","missing","destination_address","main.json"
"fr","missing","pending_title","main.json"
"fr","missing","tokens_received_subtext","main.json"
"fr","missing","success_wrapped","main.json"
"fr","missing","success_subtext","main.json"
"fr","missing","timeout_icon_alt","main.json"
"fr","missing","wallet_icon_alt","main.json"
"fr","missing","bridge_title_suffix_break","main.json"
"fr","missing","connect_wallet","main.json"
"fr","missing","unknown_transaction_status","main.json"
"fr","missing","switch_network","main.json"
"fr","missing","pending_subtext","main.json"
"fr","missing","view_faqs","main.json"
"fr","missing","conversion_complete","main.json"
"fr","missing","something_went_wrong","main.json"
"fr","missing","amount_to_receive","main.json"
"fr","missing","success_unwrapped","main.json"
"fr","missing","clock_icon_alt","main.json"
"fr","missing","transaction_details","main.json"
"fr","missing","wrapping","main.json"
"fr","missing","view_smart_contract_audit","main.json"
"fr","missing","done","main.json"
"fr","missing","timeout_title","main.json"
"fr","missing","start_bridging","main.json"
"fr","missing","unwrapped","main.json"
"fr","missing","bridge_one_way_notice","main.json"
"fr","missing","bridge_title_suffix_inline","main.json"
"fr","missing","xtm_token","main.json"
"fr","missing","click_to_switch","main.json"
"fr","missing","tick_icon_alt","main.json"
"fr","missing","see_faq","main.json"
"fr","missing","timeout_subtext","main.json"
"fr","missing","network_icon_alt","main.json"
"tr","missing","success_title","main.json"
"tr","missing","amount_to_bridge","main.json"
"tr","missing","bridge_description_prefix","main.json"
"tr","missing","transaction_id","main.json"
"tr","missing","wrap_failed_message","main.json"
"tr","missing","having_trouble","main.json"
"tr","missing","max","main.json"
"tr","missing","processing_title","main.json"
"tr","missing","continue","main.json"
"tr","missing","bridge_description_suffix","main.json"
"tr","missing","wrapped","main.json"
"tr","missing","connect_wallet_title","main.json"
"tr","missing","eth_mainnet","main.json"
"tr","missing","tokens_received_title","main.json"
"tr","missing","retry","main.json"
"tr","missing","processing_subtext","main.json"
"tr","missing","please_connect_supported_network","main.json"
"tr","missing","unwrapping","main.json"
"tr","missing","layerzero_oft","main.json"
"tr","missing","connect_wallet_subtitle","main.json"
"tr","missing","bridge_title_prefix","main.json"
"tr","missing","close","main.json"
"tr","missing","destination_address","main.json"
"tr","missing","pending_title","main.json"
"tr","missing","tokens_received_subtext","main.json"
"tr","missing","success_wrapped","main.json"
"tr","missing","success_subtext","main.json"
"tr","missing","timeout_icon_alt","main.json"
"tr","missing","wallet_icon_alt","main.json"
"tr","missing","bridge_title_suffix_break","main.json"
"tr","missing","connect_wallet","main.json"
"tr","missing","unknown_transaction_status","main.json"
"tr","missing","switch_network","main.json"
"tr","missing","pending_subtext","main.json"
"tr","missing","view_faqs","main.json"
"tr","missing","conversion_complete","main.json"
"tr","missing","something_went_wrong","main.json"
"tr","missing","amount_to_receive","main.json"
"tr","missing","success_unwrapped","main.json"
"tr","missing","clock_icon_alt","main.json"
"tr","missing","transaction_details","main.json"
"tr","missing","wrapping","main.json"
"tr","missing","view_smart_contract_audit","main.json"
"tr","missing","done","main.json"
"tr","missing","timeout_title","main.json"
"tr","missing","start_bridging","main.json"
"tr","missing","unwrapped","main.json"
"tr","missing","bridge_one_way_notice","main.json"
"tr","missing","bridge_title_suffix_inline","main.json"
"tr","missing","xtm_token","main.json"
"tr","missing","click_to_switch","main.json"
"tr","missing","tick_icon_alt","main.json"
"tr","missing","see_faq","main.json"
"tr","missing","timeout_subtext","main.json"
"tr","missing","network_icon_alt","main.json"
